,Date,Price
1067,2015-12-03,364.62
1068,2015-12-04,362.0
1069,2015-12-05,376.06
1070,2015-12-06,394.53
1071,2015-12-07,394.41
1072,2015-12-08,397.32
1073,2015-12-09,418.59
1074,2015-12-10,416.7
1075,2015-12-11,433.37
1076,2015-12-12,432.72
1077,2015-12-13,436.76
1078,2015-12-14,441.91
1079,2015-12-15,457.22
1080,2015-12-16,457.34
1081,2015-12-17,456.03
1082,2015-12-18,461.29
1083,2015-12-19,464.03
1084,2015-12-20,454.71
1085,2015-12-21,438.24
1086,2015-12-22,440.49
1087,2015-12-23,442.08
1088,2015-12-24,455.24
1089,2015-12-25,455.98
1090,2015-12-26,430.63
1091,2015-12-27,419.61
1092,2015-12-28,425.84
1093,2015-12-29,426.94
1094,2015-12-30,430.72
1095,2015-12-31,427.23
1096,2016-01-01,433.86
1097,2016-01-02,434.7
1098,2016-01-03,431.25
1099,2016-01-04,432.09
1100,2016-01-05,433.34
1101,2016-01-06,432.23
1102,2016-01-07,449.62
1103,2016-01-08,456.0
1104,2016-01-09,451.75
1105,2016-01-10,446.7
1106,2016-01-11,448.74
1107,2016-01-12,448.6
1108,2016-01-13,431.18
1109,2016-01-14,432.41
1110,2016-01-15,403.18
1111,2016-01-16,372.47
1112,2016-01-17,385.85
1113,2016-01-18,384.91
1114,2016-01-19,385.61
1115,2016-01-20,394.3
1116,2016-01-21,415.17
1117,2016-01-22,395.35
1118,2016-01-23,390.34
1119,2016-01-24,398.22
1120,2016-01-25,397.98
1121,2016-01-26,396.03
1122,2016-01-27,397.4
1123,2016-01-28,386.56
1124,2016-01-29,377.41
1125,2016-01-30,380.7
1126,2016-01-31,380.6
1127,2016-02-01,375.03
1128,2016-02-02,376.92
1129,2016-02-03,375.56
1130,2016-02-04,380.51
1131,2016-02-05,389.02
1132,2016-02-06,378.42
1133,2016-02-07,378.74
1134,2016-02-08,378.33
1135,2016-02-09,374.85
1136,2016-02-10,381.09
1137,2016-02-11,379.78
1138,2016-02-12,383.12
1139,2016-02-13,390.52
1140,2016-02-14,400.51
1141,2016-02-15,404.46
1142,2016-02-16,404.68
1143,2016-02-17,415.28
1144,2016-02-18,420.8
1145,2016-02-19,420.92
1146,2016-02-20,431.25
1147,2016-02-21,439.32
1148,2016-02-22,437.45
1149,2016-02-23,429.85
1150,2016-02-24,423.54
1151,2016-02-25,424.66
1152,2016-02-26,425.47
1153,2016-02-27,434.18
1154,2016-02-28,431.3
1155,2016-02-29,437.64
1156,2016-03-01,436.43
1157,2016-03-02,434.22
1158,2016-03-03,423.56
1159,2016-03-04,422.41
1160,2016-03-05,405.29
1161,2016-03-06,405.38
1162,2016-03-07,411.5
1163,2016-03-08,415.33
1164,2016-03-09,415.38
1165,2016-03-10,417.85
1166,2016-03-11,422.33
1167,2016-03-12,416.76
1168,2016-03-13,415.67
1169,2016-03-14,416.43
1170,2016-03-15,419.1
1171,2016-03-16,419.08
1172,2016-03-17,422.92
1173,2016-03-18,417.12
1174,2016-03-19,411.56
1175,2016-03-20,414.24
1176,2016-03-21,412.88
1177,2016-03-22,419.45
1178,2016-03-23,420.58
1179,2016-03-24,420.29
1180,2016-03-25,420.57
1181,2016-03-26,420.76
1182,2016-03-27,422.77
1183,2016-03-28,425.56
1184,2016-03-29,421.94
1185,2016-03-30,416.7
1186,2016-03-31,419.06
1187,2016-04-01,418.92
1188,2016-04-02,422.39
1189,2016-04-03,422.49
1190,2016-04-04,421.99
1191,2016-04-05,424.42
1192,2016-04-06,425.25
1193,2016-04-07,423.69
1194,2016-04-08,424.49
1195,2016-04-09,419.64
1196,2016-04-10,422.28
1197,2016-04-11,423.79
1198,2016-04-12,426.37
1199,2016-04-13,425.22
1200,2016-04-14,425.84
1201,2016-04-15,429.19
1202,2016-04-16,432.87
1203,2016-04-17,431.66
1204,2016-04-18,430.12
1205,2016-04-19,432.57
1206,2016-04-20,438.88
1207,2016-04-21,445.08
1208,2016-04-22,446.96
1209,2016-04-23,448.89
1210,2016-04-24,455.35
1211,2016-04-25,460.59
1212,2016-04-26,466.38
1213,2016-04-27,461.41
1214,2016-04-28,446.85
1215,2016-04-29,452.92
1216,2016-04-30,454.91
1217,2016-05-01,453.59
1218,2016-05-02,448.63
1219,2016-05-03,448.5
1220,2016-05-04,449.2
1221,2016-05-05,449.25
1222,2016-05-06,453.8
1223,2016-05-07,460.07
1224,2016-05-08,460.73
1225,2016-05-09,461.89
1226,2016-05-10,458.41
1227,2016-05-11,455.93
1228,2016-05-12,454.42
1229,2016-05-13,457.41
1230,2016-05-14,459.1
1231,2016-05-15,461.01
1232,2016-05-16,459.7
1233,2016-05-17,457.91
1234,2016-05-18,457.95
1235,2016-05-19,453.52
1236,2016-05-20,444.64
1237,2016-05-21,446.57
1238,2016-05-22,445.31
1239,2016-05-23,444.65
1240,2016-05-24,449.43
1241,2016-05-25,452.31
1242,2016-05-26,454.52
1243,2016-05-27,472.88
1244,2016-05-28,498.4
1245,2016-05-29,525.11
1246,2016-05-30,534.73
1247,2016-05-31,536.74
1248,2016-06-01,535.17
1249,2016-06-02,538.65
1250,2016-06-03,559.84
1251,2016-06-04,574.97
1252,2016-06-05,577.28
1253,2016-06-06,583.97
1254,2016-06-07,584.69
1255,2016-06-08,580.92
1256,2016-06-09,580.7
1257,2016-06-10,579.65
1258,2016-06-11,586.87
1259,2016-06-12,640.61
1260,2016-06-13,689.14
1261,2016-06-14,688.37
1262,2016-06-15,686.89
1263,2016-06-16,740.71
1264,2016-06-17,750.61
1265,2016-06-18,753.29
1266,2016-06-19,758.31
1267,2016-06-20,752.92
1268,2016-06-21,684.91
1269,2016-06-22,654.12
1270,2016-06-23,594.64
1271,2016-06-24,657.79
1272,2016-06-25,674.72
1273,2016-06-26,644.29
1274,2016-06-27,641.67
1275,2016-06-28,648.54
1276,2016-06-29,638.03
1277,2016-06-30,656.19
1278,2016-07-01,679.3
1279,2016-07-02,690.88
1280,2016-07-03,678.42
1281,2016-07-04,673.78
1282,2016-07-05,675.33
1283,2016-07-06,676.19
1284,2016-07-07,645.3
1285,2016-07-08,648.81
1286,2016-07-09,653.28
1287,2016-07-10,647.76
1288,2016-07-11,650.87
1289,2016-07-12,658.27
1290,2016-07-13,664.31
1291,2016-07-14,658.93
1292,2016-07-15,664.47
1293,2016-07-16,665.45
1294,2016-07-17,671.99
1295,2016-07-18,679.2
1296,2016-07-19,672.64
1297,2016-07-20,670.32
1298,2016-07-21,664.84
1299,2016-07-22,660.86
1300,2016-07-23,654.21
1301,2016-07-24,657.79
1302,2016-07-25,657.32
1303,2016-07-26,653.05
1304,2016-07-27,653.62
1305,2016-07-28,656.24
1306,2016-07-29,658.0
1307,2016-07-30,657.89
1308,2016-07-31,637.11
1309,2016-08-01,621.89
1310,2016-08-02,593.7
1311,2016-08-03,552.13
1312,2016-08-04,576.47
1313,2016-08-05,576.39
1314,2016-08-06,578.53
1315,2016-08-07,594.25
1316,2016-08-08,595.05
1317,2016-08-09,593.12
1318,2016-08-10,596.37
1319,2016-08-11,595.39
1320,2016-08-12,591.38
1321,2016-08-13,591.34
1322,2016-08-14,581.71
1323,2016-08-15,573.51
1324,2016-08-16,574.89
1325,2016-08-17,578.01
1326,2016-08-18,577.54
1327,2016-08-19,578.1
1328,2016-08-20,580.43
1329,2016-08-21,583.19
1330,2016-08-22,585.43
1331,2016-08-23,586.79
1332,2016-08-24,582.34
1333,2016-08-25,577.03
1334,2016-08-26,579.11
1335,2016-08-27,574.66
1336,2016-08-28,572.52
1337,2016-08-29,574.32
1338,2016-08-30,576.9
1339,2016-08-31,575.59
1340,2016-09-01,574.01
1341,2016-09-02,573.74
1342,2016-09-03,579.59
1343,2016-09-04,603.1
1344,2016-09-05,606.24
1345,2016-09-06,609.13
1346,2016-09-07,613.11
1347,2016-09-08,623.17
1348,2016-09-09,624.54
1349,2016-09-10,625.21
1350,2016-09-11,622.25
1351,2016-09-12,608.49
1352,2016-09-13,610.01
1353,2016-09-14,611.66
1354,2016-09-15,611.2
1355,2016-09-16,609.89
1356,2016-09-17,609.32
1357,2016-09-18,610.13
1358,2016-09-19,611.18
1359,2016-09-20,610.18
1360,2016-09-21,598.94
1361,2016-09-22,598.7
1362,2016-09-23,601.05
1363,2016-09-24,605.22
1364,2016-09-25,603.65
1365,2016-09-26,606.08
1366,2016-09-27,608.2
1367,2016-09-28,607.34
1368,2016-09-29,607.18
1369,2016-09-30,607.31
1370,2016-10-01,614.38
1371,2016-10-02,613.23
1372,2016-10-03,613.08
1373,2016-10-04,611.57
1374,2016-10-05,612.99
1375,2016-10-06,614.17
1376,2016-10-07,616.81
1377,2016-10-08,620.41
1378,2016-10-09,619.36
1379,2016-10-10,618.93
1380,2016-10-11,632.94
1381,2016-10-12,639.38
1382,2016-10-13,638.06
1383,2016-10-14,639.67
1384,2016-10-15,642.28
1385,2016-10-16,642.43
1386,2016-10-17,641.24
1387,2016-10-18,640.05
1388,2016-10-19,635.87
1389,2016-10-20,632.49
1390,2016-10-21,634.51
1391,2016-10-22,644.0
1392,2016-10-23,655.68
1393,2016-10-24,654.83
1394,2016-10-25,657.9
1395,2016-10-26,666.84
1396,2016-10-27,684.43
1397,2016-10-28,689.29
1398,2016-10-29,709.14
1399,2016-10-30,707.89
1400,2016-10-31,703.38
1401,2016-11-01,724.22
1402,2016-11-02,729.38
1403,2016-11-03,728.18
1404,2016-11-04,702.96
1405,2016-11-05,706.37
1406,2016-11-06,712.1
1407,2016-11-07,708.85
1408,2016-11-08,711.08
1409,2016-11-09,728.6
1410,2016-11-10,719.8
1411,2016-11-11,719.65
1412,2016-11-12,714.22
1413,2016-11-13,700.44
1414,2016-11-14,706.1
1415,2016-11-15,714.84
1416,2016-11-16,729.05
1417,2016-11-17,748.27
1418,2016-11-18,748.06
1419,2016-11-19,753.56
1420,2016-11-20,747.22
1421,2016-11-21,741.02
1422,2016-11-22,749.46
1423,2016-11-23,750.25
1424,2016-11-24,749.2
1425,2016-11-25,747.81
1426,2016-11-26,745.45
1427,2016-11-27,737.34
1428,2016-11-28,737.76
1429,2016-11-29,737.71
1430,2016-11-30,743.19
1431,2016-12-01,752.53
1432,2016-12-02,772.0
1433,2016-12-03,769.43
1434,2016-12-04,769.76
1435,2016-12-05,761.29
1436,2016-12-06,762.91
1437,2016-12-07,767.68
1438,2016-12-08,773.28
1439,2016-12-09,775.8
1440,2016-12-10,778.79
1441,2016-12-11,772.62
1442,2016-12-12,780.45
1443,2016-12-13,784.3
1444,2016-12-14,784.81
1445,2016-12-15,782.16
1446,2016-12-16,784.18
1447,2016-12-17,791.37
1448,2016-12-18,791.97
1449,2016-12-19,795.11
1450,2016-12-20,796.26
1451,2016-12-21,819.6
1452,2016-12-22,858.35
1453,2016-12-23,902.66
1454,2016-12-24,905.79
1455,2016-12-25,880.14
1456,2016-12-26,904.39
1457,2016-12-27,920.82
1458,2016-12-28,958.82
1459,2016-12-29,973.35
1460,2016-12-30,958.53
1461,2016-12-31,960.06
1462,2017-01-01,979.53
1463,2017-01-02,1018.17
1464,2017-01-03,1031.18
1465,2017-01-04,1087.68
1466,2017-01-05,1060.08
1467,2017-01-06,942.65
1468,2017-01-07,876.54
1469,2017-01-08,920.99
1470,2017-01-09,900.04
1471,2017-01-10,910.02
1472,2017-01-11,852.88
1473,2017-01-12,789.67
1474,2017-01-13,812.0
1475,2017-01-14,830.89
1476,2017-01-15,821.4
1477,2017-01-16,832.6
1478,2017-01-17,881.76
1479,2017-01-18,890.0
1480,2017-01-19,897.04
1481,2017-01-20,899.16
1482,2017-01-21,920.53
1483,2017-01-22,926.27
1484,2017-01-23,924.25
1485,2017-01-24,911.75
1486,2017-01-25,900.08
1487,2017-01-26,910.41
1488,2017-01-27,919.69
1489,2017-01-28,922.01
1490,2017-01-29,921.44
1491,2017-01-30,922.51
1492,2017-01-31,944.21
1493,2017-02-01,976.67
1494,2017-02-02,996.83
1495,2017-02-03,1023.48
1496,2017-02-04,1029.12
1497,2017-02-05,1033.79
1498,2017-02-06,1036.89
1499,2017-02-07,1053.92
1500,2017-02-08,1063.32
1501,2017-02-09,1032.72
1502,2017-02-10,974.42
1503,2017-02-11,1001.7
1504,2017-02-12,999.57
1505,2017-02-13,993.83
1506,2017-02-14,1001.26
1507,2017-02-15,1005.31
1508,2017-02-16,1021.04
1509,2017-02-17,1040.05
1510,2017-02-18,1056.5
1511,2017-02-19,1051.2
1512,2017-02-20,1054.29
1513,2017-02-21,1093.67
1514,2017-02-22,1112.44
1515,2017-02-23,1139.22
1516,2017-02-24,1175.0
1517,2017-02-25,1159.54
1518,2017-02-26,1154.02
1519,2017-02-27,1172.75
1520,2017-02-28,1179.77
1521,2017-03-01,1194.63
1522,2017-03-02,1225.2
1523,2017-03-03,1259.04
1524,2017-03-04,1259.53
1525,2017-03-05,1246.75
1526,2017-03-06,1263.66
1527,2017-03-07,1239.13
1528,2017-03-08,1186.06
1529,2017-03-09,1167.29
1530,2017-03-10,1194.36
1531,2017-03-11,1164.97
1532,2017-03-12,1190.64
1533,2017-03-13,1220.0
1534,2017-03-14,1233.66
1535,2017-03-15,1253.82
1536,2017-03-16,1226.93
1537,2017-03-17,1141.7
1538,2017-03-18,1047.0
1539,2017-03-19,1018.27
1540,2017-03-20,1044.95
1541,2017-03-21,1089.49
1542,2017-03-22,1063.72
1543,2017-03-23,1043.82
1544,2017-03-24,998.22
1545,2017-03-25,935.5
1546,2017-03-26,974.76
1547,2017-03-27,1001.95
1548,2017-03-28,1041.72
1549,2017-03-29,1034.18
1550,2017-03-30,1028.34
1551,2017-03-31,1045.03
1552,2017-04-01,1069.78
1553,2017-04-02,1076.59
1554,2017-04-03,1130.52
1555,2017-04-04,1146.4
1556,2017-04-05,1133.15
1557,2017-04-06,1167.17
1558,2017-04-07,1191.67
1559,2017-04-08,1188.67
1560,2017-04-09,1192.76
1561,2017-04-10,1208.9
1562,2017-04-11,1215.33
1563,2017-04-12,1221.39
1564,2017-04-13,1194.05
1565,2017-04-14,1188.18
1566,2017-04-15,1190.41
1567,2017-04-16,1188.92
1568,2017-04-17,1195.0
1569,2017-04-18,1220.64
1570,2017-04-19,1212.68
1571,2017-04-20,1226.44
1572,2017-04-21,1245.06
1573,2017-04-22,1241.08
1574,2017-04-23,1242.72
1575,2017-04-24,1249.7
1576,2017-04-25,1268.58
1577,2017-04-26,1288.21
1578,2017-04-27,1308.13
1579,2017-04-28,1312.56
1580,2017-04-29,1332.61
1581,2017-04-30,1331.06
1582,2017-05-01,1378.37
1583,2017-05-02,1440.51
1584,2017-05-03,1469.56
1585,2017-05-04,1542.51
1586,2017-05-05,1565.87
1587,2017-05-06,1548.91
1588,2017-05-07,1553.87
1589,2017-05-08,1611.02
1590,2017-05-09,1710.42
1591,2017-05-10,1744.77
1592,2017-05-11,1825.79
1593,2017-05-12,1778.48
1594,2017-05-13,1721.29
1595,2017-05-14,1791.43
1596,2017-05-15,1751.56
1597,2017-05-16,1738.15
1598,2017-05-17,1813.69
1599,2017-05-18,1843.65
1600,2017-05-19,1926.11
1601,2017-05-20,1984.76
1602,2017-05-21,2033.16
1603,2017-05-22,2126.81
1604,2017-05-23,2198.89
1605,2017-05-24,2369.29
1606,2017-05-25,2558.1
1607,2017-05-26,2395.74
1608,2017-05-27,2091.53
1609,2017-05-28,2177.24
1610,2017-05-29,2234.21
1611,2017-05-30,2281.26
1612,2017-05-31,2253.65
1613,2017-06-01,2389.02
1614,2017-06-02,2427.38
1615,2017-06-03,2519.8
1616,2017-06-04,2527.4
1617,2017-06-05,2594.48
1618,2017-06-06,2828.04
1619,2017-06-07,2817.71
1620,2017-06-08,2758.31
1621,2017-06-09,2821.85
1622,2017-06-10,2852.1
1623,2017-06-11,2895.02
1624,2017-06-12,2799.56
1625,2017-06-13,2717.01
1626,2017-06-14,2669.21
1627,2017-06-15,2378.29
1628,2017-06-16,2462.76
1629,2017-06-17,2559.7
1630,2017-06-18,2568.07
1631,2017-06-19,2551.47
1632,2017-06-20,2648.65
1633,2017-06-21,2700.63
1634,2017-06-22,2674.57
1635,2017-06-23,2706.82
1636,2017-06-24,2659.43
1637,2017-06-25,2565.19
1638,2017-06-26,2453.69
1639,2017-06-27,2396.78
1640,2017-06-28,2529.75
1641,2017-06-29,2556.11
1642,2017-06-30,2519.27
1643,2017-07-01,2458.14
1644,2017-07-02,2444.33
1645,2017-07-03,2521.76
1646,2017-07-04,2596.4
1647,2017-07-05,2575.83
1648,2017-07-06,2598.4
1649,2017-07-07,2548.48
1650,2017-07-08,2517.65
1651,2017-07-09,2543.8
1652,2017-07-10,2456.05
1653,2017-07-11,2343.23
1654,2017-07-12,2344.9
1655,2017-07-13,2369.26
1656,2017-07-14,2279.88
1657,2017-07-15,2077.38
1658,2017-07-16,1934.91
1659,2017-07-17,2054.81
1660,2017-07-18,2276.72
1661,2017-07-19,2314.74
1662,2017-07-20,2485.34
1663,2017-07-21,2715.12
1664,2017-07-22,2773.57
1665,2017-07-23,2770.23
1666,2017-07-24,2755.36
1667,2017-07-25,2627.01
1668,2017-07-26,2507.58
1669,2017-07-27,2576.24
1670,2017-07-28,2745.22
1671,2017-07-29,2729.99
1672,2017-07-30,2705.64
1673,2017-07-31,2787.33
1674,2017-08-01,2796.22
1675,2017-08-02,2723.7
1676,2017-08-03,2759.01
1677,2017-08-04,2832.82
1678,2017-08-05,3140.74
1679,2017-08-06,3224.24
1680,2017-08-07,3303.19
1681,2017-08-08,3423.79
1682,2017-08-09,3357.67
1683,2017-08-10,3405.78
1684,2017-08-11,3524.95
1685,2017-08-12,3786.2
1686,2017-08-13,4038.15
1687,2017-08-14,4186.11
1688,2017-08-15,4186.16
1689,2017-08-16,4181.12
1690,2017-08-17,4357.95
1691,2017-08-18,4236.73
1692,2017-08-19,4092.36
1693,2017-08-20,4106.8
1694,2017-08-21,4037.95
1695,2017-08-22,3937.33
1696,2017-08-23,4159.3
1697,2017-08-24,4205.17
1698,2017-08-25,4371.44
1699,2017-08-26,4327.32
1700,2017-08-27,4350.76
1701,2017-08-28,4318.87
1702,2017-08-29,4472.1
1703,2017-08-30,4586.83
1704,2017-08-31,4689.86
1705,2017-09-01,4830.77
1706,2017-09-02,4691.61
1707,2017-09-03,4606.56
1708,2017-09-04,4406.53
1709,2017-09-05,4317.53
1710,2017-09-06,4571.43
1711,2017-09-07,4608.27
1712,2017-09-08,4506.35
1713,2017-09-09,4328.8
1714,2017-09-10,4225.39
1715,2017-09-11,4240.87
1716,2017-09-12,4282.63
1717,2017-09-13,3944.73
1718,2017-09-14,3640.75
1719,2017-09-15,3433.1
1720,2017-09-16,3745.81
1721,2017-09-17,3669.81
1722,2017-09-18,3963.83
1723,2017-09-19,3978.22
1724,2017-09-20,3949.0
1725,2017-09-21,3795.01
1726,2017-09-22,3629.04
1727,2017-09-23,3726.96
1728,2017-09-24,3703.95
1729,2017-09-25,3827.74
1730,2017-09-26,3922.64
1731,2017-09-27,4039.1
1732,2017-09-28,4191.24
1733,2017-09-29,4157.21
1734,2017-09-30,4286.64
1735,2017-10-01,4317.24
1736,2017-10-02,4413.27
1737,2017-10-03,4319.0
1738,2017-10-04,4259.28
1739,2017-10-05,4262.02
1740,2017-10-06,4362.09
1741,2017-10-07,4356.96
1742,2017-10-08,4498.82
1743,2017-10-09,4648.56
1744,2017-10-10,4822.05
1745,2017-10-11,4798.24
1746,2017-10-12,5117.94
1747,2017-10-13,5626.02
1748,2017-10-14,5673.4
1749,2017-10-15,5625.45
1750,2017-10-16,5674.31
1751,2017-10-17,5625.56
1752,2017-10-18,5408.94
1753,2017-10-19,5652.65
1754,2017-10-20,5785.85
1755,2017-10-21,6073.99
1756,2017-10-22,5917.64
1757,2017-10-23,5882.49
1758,2017-10-24,5666.83
1759,2017-10-25,5556.99
1760,2017-10-26,5829.88
1761,2017-10-27,5829.28
1762,2017-10-28,5758.09
1763,2017-10-29,5880.02
1764,2017-10-30,6124.97
1765,2017-10-31,6248.49
1766,2017-11-01,6528.32
1767,2017-11-02,6975.44
1768,2017-11-03,7249.21
1769,2017-11-04,7271.87
1770,2017-11-05,7474.32
1771,2017-11-06,7264.25
1772,2017-11-07,7138.71
1773,2017-11-08,7388.72
1774,2017-11-09,7256.26
1775,2017-11-10,6956.77
1776,2017-11-11,6541.41
1777,2017-11-12,6090.59
1778,2017-11-13,6336.16
1779,2017-11-14,6588.02
1780,2017-11-15,7045.16
1781,2017-11-16,7469.1
1782,2017-11-17,7839.48
1783,2017-11-18,7705.6
1784,2017-11-19,7835.28
1785,2017-11-20,8116.26
1786,2017-11-21,8189.3
1787,2017-11-22,8220.56
1788,2017-11-23,8198.93
1789,2017-11-24,8191.12
1790,2017-11-25,8484.86
1791,2017-11-26,9068.15
1792,2017-11-27,9618.6
1793,2017-11-28,9872.58
1794,2017-11-29,10456.81
1795,2017-11-30,9947.53
1796,2017-12-01,10234.58
1797,2017-12-02,10977.6
1798,2017-12-03,11309.87
1799,2017-12-04,11387.27
1800,2017-12-05,11718.61
1801,2017-12-06,12693.14
1802,2017-12-07,15027.25
1803,2017-12-08,15706.98
1804,2017-12-09,15088.79
1805,2017-12-10,14404.75
1806,2017-12-11,16465.9
1807,2017-12-12,16910.18
1808,2017-12-13,16750.04
1809,2017-12-14,16477.83
1810,2017-12-15,17489.61
1811,2017-12-16,18287.45
1812,2017-12-17,19325.94
1813,2017-12-18,18726.15
1814,2017-12-19,18273.21
1815,2017-12-20,16811.29
1816,2017-12-21,16247.05
1817,2017-12-22,13710.74
1818,2017-12-23,14815.85
1819,2017-12-24,13684.75
1820,2017-12-25,13984.78
1821,2017-12-26,15246.7
1822,2017-12-27,15696.39
1823,2017-12-28,14362.3
1824,2017-12-29,14633.07
1825,2017-12-30,13376.91
1826,2017-12-31,13413.33
1827,2018-01-01,13545.61
1828,2018-01-02,13957.15
1829,2018-01-03,15058.54
1830,2018-01-04,14909.96
1831,2018-01-05,15877.96
1832,2018-01-06,16711.77
1833,2018-01-07,16525.11
1834,2018-01-08,15324.56
1835,2018-01-09,14909.24
1836,2018-01-10,14223.56
1837,2018-01-11,13740.14
1838,2018-01-12,13703.72
1839,2018-01-13,14266.24
1840,2018-01-14,13732.3
1841,2018-01-15,13854.32
1842,2018-01-16,12134.31
1843,2018-01-17,10624.43
1844,2018-01-18,11486.22
1845,2018-01-19,11502.42
1846,2018-01-20,12464.23
1847,2018-01-21,11924.43
1848,2018-01-22,11150.57
1849,2018-01-23,10731.93
1850,2018-01-24,11013.89
1851,2018-01-25,11308.23
1852,2018-01-26,11020.89
1853,2018-01-27,11239.26
1854,2018-01-28,11674.98
1855,2018-01-29,11312.76
1856,2018-01-30,10678.52
1857,2018-01-31,10035.43
1858,2018-02-01,9559.06
1859,2018-02-02,8612.59
1860,2018-02-03,8933.79
1861,2018-02-04,8747.4
1862,2018-02-05,7630.57
1863,2018-02-06,6817.97
1864,2018-02-07,7901.75
1865,2018-02-08,8226.52
1866,2018-02-09,8271.16
1867,2018-02-10,8650.82
1868,2018-02-11,8200.05
1869,2018-02-12,8630.1
1870,2018-02-13,8621.54
1871,2018-02-14,9024.1
1872,2018-02-15,9805.86
1873,2018-02-16,10028.35
1874,2018-02-17,10684.1
1875,2018-02-18,10728.23
1876,2018-02-19,10871.86
1877,2018-02-20,11508.63
1878,2018-02-21,10794.55
1879,2018-02-22,10275.42
1880,2018-02-23,10015.34
1881,2018-02-24,9937.68
1882,2018-02-25,9607.3
1883,2018-02-26,9912.26
1884,2018-02-27,10555.07
1885,2018-02-28,10626.22
1886,2018-03-01,10654.46
1887,2018-03-02,10993.08
1888,2018-03-03,11347.04
1889,2018-03-04,11252.28
1890,2018-03-05,11519.26
1891,2018-03-06,11031.84
1892,2018-03-07,10419.22
1893,2018-03-08,9720.42
1894,2018-03-09,8916.99
1895,2018-03-10,9247.17
1896,2018-03-11,9062.5
1897,2018-03-12,9446.25
1898,2018-03-13,9161.52
1899,2018-03-14,8775.32
1900,2018-03-15,8117.23
1901,2018-03-16,8320.91
1902,2018-03-17,8089.28
1903,2018-03-18,7683.14
1904,2018-03-19,8354.8
1905,2018-03-20,8619.11
1906,2018-03-21,8986.65
1907,2018-03-22,8798.86
1908,2018-03-23,8541.93
1909,2018-03-24,8868.89
1910,2018-03-25,8548.31
1911,2018-03-26,8226.23
1912,2018-03-27,7976.27
1913,2018-03-28,7927.13
1914,2018-03-29,7531.29
1915,2018-03-30,6896.84
1916,2018-03-31,7012.75
1917,2018-04-01,6811.21
1918,2018-04-02,6988.06
1919,2018-04-03,7337.19
1920,2018-04-04,7089.76
1921,2018-04-05,6765.13
1922,2018-04-06,6656.71
1923,2018-04-07,6895.85
1924,2018-04-08,6997.47
1925,2018-04-09,6900.51
1926,2018-04-10,6785.49
1927,2018-04-11,6888.64
1928,2018-04-12,7344.38
1929,2018-04-13,7997.64
1930,2018-04-14,8013.29
1931,2018-04-15,8224.93
1932,2018-04-16,8083.22
1933,2018-04-17,8046.5
1934,2018-04-18,8063.28
1935,2018-04-19,8219.44
1936,2018-04-20,8453.89
1937,2018-04-21,8811.07
1938,2018-04-22,8897.07
1939,2018-04-23,8899.31
1940,2018-04-24,9320.22
1941,2018-04-25,9224.06
1942,2018-04-26,8888.48
1943,2018-04-27,9217.62
1944,2018-04-28,9244.94
1945,2018-04-29,9358.85
1946,2018-04-30,9295.23
1947,2018-05-01,8993.58
1948,2018-05-02,9113.3
1949,2018-05-03,9376.89
1950,2018-05-04,9661.22
1951,2018-05-05,9833.24
1952,2018-05-06,9642.74
1953,2018-05-07,9352.53
1954,2018-05-08,9267.95
1955,2018-05-09,9197.15
1956,2018-05-10,9270.71
1957,2018-05-11,8709.88
1958,2018-05-12,8427.91
1959,2018-05-13,8553.57
1960,2018-05-14,8581.9
1961,2018-05-15,8640.73
1962,2018-05-16,8280.66
1963,2018-05-17,8278.66
1964,2018-05-18,8105.39
1965,2018-05-19,8254.03
1966,2018-05-20,8357.69
1967,2018-05-21,8453.93
1968,2018-05-22,8235.9
1969,2018-05-23,7788.86
1970,2018-05-24,7536.96
1971,2018-05-25,7488.3
1972,2018-05-26,7495.52
1973,2018-05-27,7323.39
1974,2018-05-28,7254.85
1975,2018-05-29,7297.64
1976,2018-05-30,7438.15
1977,2018-05-31,7503.72
1978,2018-06-01,7484.78
1979,2018-06-02,7602.45
1980,2018-06-03,7692.15
1981,2018-06-04,7578.55
1982,2018-06-05,7497.56
1983,2018-06-06,7607.2
1984,2018-06-07,7695.98
1985,2018-06-08,7631.13
1986,2018-06-09,7631.04
1987,2018-06-10,7136.12
1988,2018-06-11,6763.6
1989,2018-06-12,6762.47
1990,2018-06-13,6448.11
1991,2018-06-14,6504.88
1992,2018-06-15,6554.5
1993,2018-06-16,6470.82
1994,2018-06-17,6516.02
1995,2018-06-18,6530.45
1996,2018-06-19,6725.6
1997,2018-06-20,6686.08
1998,2018-06-21,6740.2
1999,2018-06-22,6368.06
2000,2018-06-23,6136.58
2001,2018-06-24,6035.6
2002,2018-06-25,6207.7
2003,2018-06-26,6210.62
2004,2018-06-27,6106.8
2005,2018-06-28,6093.67
2006,2018-06-29,5923.32
2007,2018-06-30,6369.27
2008,2018-07-01,6354.46
2009,2018-07-02,6457.68
2010,2018-07-03,6602.28
2011,2018-07-04,6583.88
2012,2018-07-05,6591.43
2013,2018-07-06,6551.59
2014,2018-07-07,6590.53
2015,2018-07-08,6753.23
2016,2018-07-09,6717.42
2017,2018-07-10,6490.62
2018,2018-07-11,6365.93
2019,2018-07-12,6231.49
2020,2018-07-13,6245.02
2021,2018-07-14,6241.93
2022,2018-07-15,6322.78
2023,2018-07-16,6522.3
2024,2018-07-17,6877.29
2025,2018-07-18,7402.39
2026,2018-07-19,7389.53
2027,2018-07-20,7423.37
